loop_instruction.thisRepN;loop_instruction.thisTrialN;loop_instruction.thisN;loop_instruction.thisIndex;loop_rsi_practice.thisRepN;loop_rsi_practice.thisTrialN;loop_rsi_practice.thisN;loop_rsi_practice.thisIndex;loop_practice.thisRepN;loop_practice.thisTrialN;loop_practice.thisN;loop_practice.thisIndex;loop_exp.thisRepN;loop_exp.thisTrialN;loop_exp.thisN;loop_exp.thisIndex;loop_trials.thisRepN;loop_trials.thisTrialN;loop_trials.thisN;loop_trials.thisIndex;map_condition;map_x_key;map_y_key;key_resp_welcome.started;key_resp_welcome.keys;key_resp_welcome.rt;index;text_empty_rsi_practice.started;text_empty_rsi_practice.stopped;rsi;stimulus.started;stimulus;correct;trial_type;key_resp_trial.keys;key_resp_trial.corr;stimulus.stopped;key_resp_trial.rt;key_resp_instruction_rsi.started;key_resp_instruction_rsi.keys;key_resp_instruction_rsi.rt;key_resp_instruction_rsi.stopped;key_resp_instruction_final.started;key_resp_instruction_final.keys;key_resp_instruction_final.rt;key_resp_break.started;key_resp_break.keys;key_resp_break.rt;key_resp_break.stopped;key_resp_end_screen.started;image_end_screen.started;key_resp_end_screen.stopped;image_end_screen.stopped;key_resp_end_screen.keys;participant;session;Alter;Geschlecht (w/m/d/andere);Studiengang;date;expName;psychopyVersion;frameRate
;;;;;;;;;;;;0;0;0;0;55;0;55;0;;;;;;;55;;;1;13.751.510.981.085.500;Y;l;go;l;1;;0.35538342874497175;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;56;0;56;0;;;;;;;56;;;1;13.766.188.118.212.100;X;d;go;d;1;;0.34295482869492844;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;57;0;57;0;;;;;;;57;;;1;13.780.699.112.388.500;Y;l;go;l;1;;0.4278527269489132;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;58;0;58;0;;;;;;;58;;;1;13.796.043.032.221.400;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;59;0;59;0;;;;;;;59;;;1;13.814.055.168.943.000;X;d;go;d;1;;0.3241669590352103;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;60;0;60;0;;;;;;;60;;;1;13.828.399.530.472.800;Y;l;go;l;1;;0.457933682075236;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;61;0;61;0;;;;;;;61;;;1;13.844.079.581.052.600;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;62;0;62;0;;;;;;;62;;;1;138.620.933.565.608;X;d;go;d;1;;0.3210663544596173;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;63;0;63;0;;;;;;;63;;;1;1.387.643.816.415.100;Y;l;go;l;1;;0.3578260942013003;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;64;0;64;0;;;;;;;64;;;1;13.891.115.907.338.000;X;d;go;d;1;;0.4424490834935568;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;65;0;65;0;;;;;;;65;;;1;13.906.628.888.907.100;Y;l;go;l;1;;0.3311521678115241;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;66;0;66;0;;;;;;;66;;;1;13.920.972.605.589.100;X;d;go;d;1;;0.3843870510463603;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;67;0;67;0;;;;;;;67;;;1;13.935.983.584.977.800;Y;l;go;l;1;;0.3554610044811852;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;68;0;68;0;;;;;;;68;;;1;1.395.065.939.846.850;X;d;go;d;1;;0.648542559298221;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;69;0;69;0;;;;;;;69;;;1;1.396.817.201.058.320;X;None;nogo;l;0;;0.32067653647391126;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;70;0;70;0;;;;;;;70;;;1;1.398.251.875.271.840;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;71;0;71;0;;;;;;;71;;;1;14.000.530.705.197.500;Y;l;go;l;1;;0.3496845224290155;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;72;0;72;0;;;;;;;72;;;1;14.015.045.747.856.400;X;d;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;73;0;73;0;;;;;;;73;;;1;14.033.059.460.335.000;Y;l;go;l;1;;0.520072803425137;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;74;0;74;0;;;;;;;74;;;1;14.049.403.316.653.300;Y;None;nogo;None;1;14.057.412.001.254.800;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;75;0;75;0;;;;;;;75;;;1;14.067.418.687.312.100;X;d;go;d;1;;0.3002813948551193;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;76;0;76;0;;;;;;;76;;;1;14.081.427.781.126.100;Y;l;go;l;1;;0.5637775094946846;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;77;0;77;0;;;;;;;77;;;1;14.098.107.457.887.300;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;78;0;78;0;;;;;;;78;;;1;14.116.120.700.062.600;X;d;go;d;1;;0.42235018411884084;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;79;0;79;0;;;;;;;79;;;1;14.131.466.059.895.400;Y;l;go;l;1;;0.47155306936474517;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;80;0;80;0;;;;;;;80;;;1;14.147.311.007.364.100;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;81;0;81;0;;;;;;;81;;;1;14.165.322.445.904.600;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;82;0;82;0;;;;;;;82;;;1;14.183.338.155.957.100;X;d;go;d;1;;0.40453831397462636;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;83;0;83;0;;;;;;;83;;;1;14.198.516.311.022.600;Y;l;go;l;1;;0.37457905581686646;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;84;0;84;0;;;;;;;84;;;1;14.213.359.023.826.100;Y;None;nogo;None;1;1.422.136.753.388.270;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;85;0;85;0;;;;;;;85;;;1;1.423.137.289.145.550;X;d;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;86;0;86;0;;;;;;;86;;;1;14.249.389.236.659.600;Y;l;go;l;1;;0.567133144242689;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;87;0;87;0;;;;;;;87;;;1;142.660.698.346.328;X;d;go;d;1;;0.5467215178068727;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;88;0;88;0;;;;;;;88;;;1;14.282.581.443.596.800;Y;l;go;l;1;;0.3360932563082315;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;89;0;89;0;;;;;;;89;;;1;1.429.709.172.504.660;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;90;0;90;0;;;;;;;90;;;1;14.315.105.326.009.700;X;d;go;d;1;;0.2509282066603191;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;91;0;91;0;;;;;;;91;;;1;14.328.783.889.074.600;Y;l;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;92;0;92;0;;;;;;;92;;;1;14.346.797.514.280.100;X;d;go;d;1;;0.34684573591221124;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;93;0;93;0;;;;;;;93;;;1;14.361.307.286.638.700;Y;l;go;l;1;;0.49566166376462206;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;94;0;94;0;;;;;;;94;;;1;14.377.317.741.906.700;X;d;go;d;1;;0.6229047535452992;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;95;0;95;0;;;;;;;95;;;1;14.394.663.861.981.200;Y;l;go;l;1;;0.37581202492583543;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;96;0;96;0;;;;;;;96;;;1;14.409.511.287.509.800;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;97;0;97;0;;;;;;;97;;;1;14.427.524.112.715.600;X;d;go;d;1;;0.29007339978124946;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;98;0;98;0;;;;;;;98;;;1;1.444.153.334.713.540;Y;l;go;l;1;;0.40898485732031986;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;99;0;99;0;;;;;;;99;;;1;14.456.711.574.927.900;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;100;0;100;0;;;;;;;100;;;1;14.474.726.693.466.000;X;d;go;d;1;;0.33757689193589613;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;101;0;101;0;;;;;;;101;;;1;14.489.238.894.914.700;Y;l;go;l;1;;0.3902454724884592;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;102;0;102;0;;;;;;;102;;;1;14.504.251.212.484.000;X;d;go;d;1;;0.4729906444554217;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;103;0;103;0;;;;;;;103;;;1;14.520.096.038.741.100;Y;l;go;l;1;;0.31216163153294474;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;104;0;104;0;;;;;;;104;;;1;14.534.273.505.806.900;X;d;go;d;1;;0.43054848321480677;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;105;0;105;0;;;;;;;105;;;1;145.496.155.395.807;Y;l;go;l;1;;0.27223437814973295;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;106;0;106;0;;;;;;;106;;;1;14.563.459.319.535.100;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;107;0;107;0;;;;;;;107;;;1;14.581.475.834.436.100;X;d;go;d;1;;0.3663618476712145;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;108;0;108;0;;;;;;;108;;;1;1.459.615.312.671.340;Y;l;go;l;1;;0.38668426201911643;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;109;0;109;0;;;;;;;109;;;1;14.611.172.217.613.700;X;d;go;d;1;;0.4051914046285674;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;110;0;110;0;;;;;;;110;;;1;14.626.350.469.648.600;Y;l;go;l;1;;0.3271293818252161;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;111;0;111;0;;;;;;;111;;;1;14.640.860.154.734.600;Y;None;nogo;None;1;14.648.865.775.095.700;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;112;0;112;0;;;;;;;112;;;1;14.658.872.839.334.600;X;d;go;d;1;;0.3550881561823189;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;113;0;113;0;;;;;;;113;;;1;1.467.372.011.940.860;Y;l;go;l;1;;0.3729712989879772;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;114;0;114;0;;;;;;;114;;;1;14.688.732.175.160.500;Y;None;nogo;None;1;14.696.736.694.915.400;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;115;0;115;0;;;;;;;115;;;1;14.706.745.160.365.800;Y;None;nogo;None;1;1.471.474.953.951.540;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;116;0;116;0;;;;;;;116;;;1;14.724.759.764.965.200;X;d;go;d;1;;0.24689717829460278;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;117;0;117;0;;;;;;;117;;;1;14.738.429.532.882.800;Y;l;go;l;1;;0.43088836182141677;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;118;0;118;0;;;;;;;118;;;1;1.475.377.349.635.230;X;d;go;d;1;;0.41617515683174133;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;119;0;119;0;;;;;;;119;;;1;14.768.949.842.933.700;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;120;0;120;0;;;;;;;120;;;1;14.786.963.560.260.400;Y;l;go;l;1;;0.361403304617852;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;121;0;121;0;;;;;;;121;;;1;1.480.164.263.677.950;X;d;go;d;1;;0.33396768156671897;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;122;0;122;0;;;;;;;122;;;1;14.816.154.489.137.100;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;123;0;123;0;;;;;;;123;;;1;14.834.167.401.615.900;Y;l;go;l;1;;0.3289708354859613;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;124;0;124;0;;;;;;;124;;;1;14.848.513.736.478.000;X;d;go;d;1;;0.36651215062011033;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;125;0;125;0;;;;;;;125;;;1;14.863.191.135.422.600;Y;l;go;l;1;;0.5478788506006822;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;126;0;126;0;;;;;;;126;;;1;14.879.703.481.356.200;X;d;go;d;1;;0.4320505430805497;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;127;0;127;0;;;;;;;127;;;1;14.895.045.020.584.300;Y;l;go;l;1;;0.4012752852868289;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;128;0;128;0;;;;;;;128;;;1;14.910.225.498.072.600;Y;None;nogo;None;1;14.918.229.896.615.900;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;129;0;129;0;;;;;;;129;;;1;14.928.239.467.520.600;X;d;go;d;1;;0.28206079761730507;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;130;0;130;0;;;;;;;130;;;1;14.942.080.997.779.200;Y;l;go;l;1;;0.3222227175720036;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;131;0;131;0;;;;;;;131;;;1;14.956.425.611.430.300;Y;None;nogo;None;1;1.496.443.287.542.670;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;132;0;132;0;;;;;;;132;;;1;14.974.441.316.634.700;X;d;go;d;1;;0.2382150007179007;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;133;0;133;0;;;;;;;133;;;1;14.987.953.062.810.700;Y;l;go;l;1;;0.598319553420879;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;134;0;134;0;;;;;;;134;;;1;15.004.964.564.865.800;X;d;go;d;1;;0.4170682473341003;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;135;0;135;0;;;;;;;135;;;1;15.020.140.761.143.900;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;136;0;136;0;;;;;;;136;;;1;1.503.815.759.119.630;Y;l;go;l;1;;0.331327682826668;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;137;0;137;0;;;;;;;137;;;1;15.052.498.636.364.400;X;d;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;138;0;138;0;;;;;;;138;;;1;15.070.511.994.903.200;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;139;0;139;0;;;;;;;139;;;1;15.088.526.846.775.200;Y;l;go;l;1;;0.2856040686601773;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;140;0;140;0;;;;;;;140;;;1;15.102.538.747.860.200;X;d;go;d;1;;0.5477004264248535;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;141;0;141;0;;;;;;;141;;;1;15.119.052.742.277.800;Y;l;go;l;1;;0.5764286548946984;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;142;0;142;0;;;;;;;142;;;1;15.135.897.757.140.300;X;d;go;d;1;;0.3477635536692105;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;143;0;143;0;;;;;;;143;;;1;1.515.040.847.010.500;Y;l;go;l;1;;0.38552062620874494;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;144;0;144;0;;;;;;;144;;;1;15.165.417.694.342.900;X;d;go;d;1;;0.29267509549390525;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;145;0;145;0;;;;;;;145;;;1;15.179.431.273.002.900;Y;l;go;l;1;;0.3151972664054483;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
